,property_type,region,area_m2,price_usd,lat,lon,state
2112,apartment,Northeast,80.0,90494.91,-13.009679,-38.486305,Bahia
2113,apartment,Northeast,104.0,102976.97,-13.009875,-38.481541,Bahia
2114,apartment,Northeast,99.0,124820.57,-13.009875,-38.481541,Bahia
2115,apartment,Northeast,61.0,102976.97,-12.98223,-38.43898,Bahia
2116,apartment,Northeast,61.0,102976.97,-12.98223,-38.43898,Bahia
2117,apartment,Northeast,66.0,124820.57,-12.992462,-38.444553,Bahia
2118,apartment,Northeast,193.0,280846.28,-12.972229,-38.501419,Bahia
2120,apartment,Northeast,228.0,436871.99,-12.998506,-38.52309,Bahia
2121,apartment,Northeast,76.0,152905.19,-12.984901,-38.439594,Bahia
2122,house,Northeast,174.0,263683.45,-12.939807,-38.367931,Bahia
2123,apartment,Northeast,86.0,131061.59,-12.993305,-38.45739,Bahia
2125,apartment,Northeast,80.0,90494.91,-13.009679,-38.486305,Bahia
2126,apartment,Northeast,104.0,102976.97,-13.009875,-38.481541,Bahia
2129,apartment,Northeast,61.0,102976.97,-12.98223,-38.43898,Bahia
2130,apartment,Northeast,86.0,131061.59,-12.993305,-38.45739,Bahia
2131,apartment,Northeast,80.0,140423.14,-12.983924,-38.450443,Bahia
2132,house,Northeast,112.0,140423.14,-12.826232,-38.265358,Bahia
2133,apartment,Northeast,92.0,201273.16,-12.993305,-38.45739,Bahia
2134,apartment,Northeast,77.0,146352.11,-12.993889,-38.479481,Bahia
2135,apartment,Northeast,111.0,171628.28,-12.991933,-38.465279,Bahia
2136,house,Northeast,170.0,106097.48,-12.8705967,-38.2976923,Bahia
2137,apartment,Northeast,77.0,146352.11,-12.993889,-38.479481,Bahia
2138,apartment,Northeast,111.0,171628.28,-12.991933,-38.465279,Bahia
2139,apartment,Northeast,72.0,74892.34,-12.957624,-38.45739,Bahia
2140,apartment,Northeast,72.0,102976.97,-12.971983,-38.435127,Bahia
2141,house,Northeast,180.0,199978.46,-12.8817945,-38.2824417,Bahia
2142,apartment,Northeast,120.0,99856.45,-12.9989637,-38.4983503,Bahia
2143,apartment,Northeast,107.0,121700.05,-14.74019,-39.064465,Bahia
2144,apartment,Northeast,72.0,76452.59,-14.851018,-40.819704,Bahia
2146,apartment,Northeast,79.0,140423.14,-12.957254,-38.429649,Bahia
2147,apartment,Northeast,231.0,374461.71,-12.964468,-38.417938,Bahia
2148,apartment,Northeast,113.0,148848.53,-12.9975183,-38.5181891,Bahia
2149,apartment,Northeast,90.0,93615.42,-13.001876,-38.501404,Bahia
2151,apartment,Northeast,63.0,137302.62,-12.974083,-38.431091,Bahia
2152,apartment,Northeast,110.0,182550.08,-12.996323,-38.481049,Bahia
2153,apartment,Northeast,74.0,79573.11,-12.9910727,-38.4815557,Bahia
2154,apartment,Northeast,115.0,202833.42,-12.9871745,-38.4624288,Bahia
2155,apartment,Northeast,178.0,499282.28,-13.004878,-38.532276,Bahia
2156,apartment,Northeast,66.0,112338.51,-13.000443,-38.45739,Bahia
2157,apartment,Northeast,115.0,202833.42,-12.9871745,-38.4624288,Bahia
2158,apartment,Northeast,90.0,93615.42,-13.001876,-38.501404,Bahia
2159,apartment,Northeast,63.0,137302.62,-12.974083,-38.431091,Bahia
2160,apartment,Northeast,110.0,182550.08,-12.996323,-38.481049,Bahia
2161,apartment,Northeast,178.0,499282.28,-13.004878,-38.532276,Bahia
2162,apartment,Northeast,78.0,88934.65,-12.978013,-38.443554,Bahia
2163,apartment,Northeast,57.0,79573.11,-12.965071,-38.435036,Bahia
2164,apartment,Northeast,155.0,265243.71,-12.950598,-38.40873,Bahia
2165,apartment,Northeast,68.0,112338.51,-12.9903761,-38.4468721,Bahia
2166,house,Northeast,114.0,124820.57,-16.444354,-39.065366,Bahia
2167,apartment,Northeast,103.0,115459.02,-14.86265,-40.82159,Bahia
2168,apartment,Northeast,65.0,190351.36,-12.998506,-38.52309,Bahia
2169,apartment,Northeast,90.0,162266.74,-12.998506,-38.52309,Bahia
2170,apartment,Northeast,90.0,110778.25,-12.998506,-38.52309,Bahia
2171,apartment,Northeast,143.0,410659.67,-13.004878,-38.532276,Bahia
2172,apartment,Northeast,117.0,234038.56,-12.985207,-38.456074,Bahia
2173,apartment,Northeast,135.0,340136.05,-12.992472,-38.52298,Bahia
2174,apartment,Northeast,94.0,131061.59,-12.981382,-38.444435,Bahia
2175,apartment,Northeast,94.0,131061.59,-12.981382,-38.444435,Bahia
2176,apartment,Northeast,79.0,109217.99,-13.000443,-38.45739,Bahia
2177,apartment,Northeast,90.0,140423.14,-12.981397,-38.441444,Bahia
2178,apartment,Northeast,109.0,180989.82,-13.001801,-38.517838,Bahia
2179,house,Northeast,220.0,255882.16,-12.9851481,-38.4435467,Bahia
2180,apartment,Northeast,207.0,227797.54,-13.000443,-38.45739,Bahia
2181,apartment,Northeast,82.0,82693.62,-12.993305,-38.45739,Bahia
2182,apartment,Northeast,82.0,99856.45,-12.973222,-38.435795,Bahia
2183,apartment,Northeast,78.0,121700.05,-12.993889,-38.479481,Bahia
2185,apartment,Northeast,207.0,227797.54,-13.000443,-38.45739,Bahia
2186,apartment,Northeast,82.0,99856.45,-12.973222,-38.435795,Bahia
2187,apartment,Northeast,78.0,121700.05,-12.993889,-38.479481,Bahia
2188,apartment,Northeast,113.0,274605.25,-12.964468,-38.417938,Bahia
2190,apartment,Northeast,195.0,318292.45,-13.000164,-38.489021,Bahia
2191,apartment,Northeast,154.0,199712.91,-13.002345,-38.528343,Bahia
2192,apartment,Northeast,225.0,301909.75,-12.951873,-38.4057121,Bahia
2193,apartment,Northeast,187.0,481829.24,-12.94999,-38.391624,Bahia
2194,apartment,Northeast,130.0,210141.67,-12.9523732,-38.4070229,Bahia
2195,apartment,Northeast,109.0,234038.56,-12.985207,-38.456074,Bahia
2196,apartment,Northeast,88.0,147756.35,-12.951873,-38.4057121,Bahia
2197,apartment,Northeast,123.0,180989.82,-12.9858046,-38.4672847,Bahia
2198,apartment,Northeast,142.0,209886.1,-12.9858046,-38.4672847,Bahia
2199,apartment,Northeast,155.0,231171.44,-12.964468,-38.417938,Bahia
2200,apartment,Northeast,113.0,215717.71,-12.964468,-38.417938,Bahia
2202,apartment,Northeast,60.0,86899.45,-12.995789,-38.516903,Bahia
2203,apartment,Northeast,72.0,103356.73,-12.995789,-38.516903,Bahia
2204,apartment,Northeast,84.0,120401.61,-12.995789,-38.516903,Bahia
2205,apartment,Northeast,72.0,106608.62,-12.995789,-38.516903,Bahia
2206,apartment,Northeast,134.0,193680.64,-12.951873,-38.4057121,Bahia
2207,apartment,Northeast,180.0,249609.93,-12.951873,-38.4057121,Bahia
2208,apartment,Northeast,110.0,143496.84,-12.9523732,-38.4070229,Bahia
2209,apartment,Northeast,90.0,134743.18,-12.964468,-38.417938,Bahia
2210,apartment,Northeast,75.0,114421.45,-12.964468,-38.417938,Bahia
2211,apartment,Northeast,133.0,226861.38,-12.98223,-38.43898,Bahia
2212,apartment,Northeast,133.0,230478.99,-12.98223,-38.43898,Bahia
2213,apartment,Northeast,119.0,234038.56,-12.993533,-38.526047,Bahia
2214,apartment,Northeast,96.0,109217.99,-13.009679,-38.486305,Bahia
2216,apartment,Northeast,72.0,88934.65,-12.992462,-38.444553,Bahia
2217,apartment,Northeast,176.0,259002.68,-12.991933,-38.465279,Bahia
2219,apartment,Northeast,91.0,82693.62,-13.000443,-38.45739,Bahia
2220,apartment,Northeast,76.0,92055.17,-12.971625,-38.486305,Bahia
2222,apartment,Northeast,54.0,81757.47,-12.965071,-38.435036,Bahia
2223,apartment,Northeast,54.0,85190.03,-12.965071,-38.435036,Bahia
2224,apartment,Northeast,96.0,171628.28,-12.941992,-38.403465,Bahia
2225,apartment,Northeast,150.0,218435.99,-12.9857,-38.519516,Bahia
2226,apartment,Northeast,74.0,118579.54,-12.98223,-38.43898,Bahia
2227,apartment,Northeast,100.0,227797.54,-12.992472,-38.52298,Bahia
2228,apartment,Northeast,92.0,156025.71,-12.985207,-38.456074,Bahia
2229,apartment,Northeast,72.0,102976.97,-13.0093166,-38.4828866,Bahia
2230,apartment,Northeast,94.0,149784.68,-13.0079949,-38.5082536,Bahia
2231,apartment,Northeast,154.0,202833.42,-12.993305,-38.45739,Bahia
2232,apartment,Northeast,82.0,78012.85,-12.989811,-38.484592,Bahia
2233,apartment,Northeast,137.0,249641.14,-12.980449,-38.4560755,Bahia
2234,apartment,Northeast,74.0,238860.07,-13.004092,-38.5047,Bahia
2235,apartment,Northeast,120.0,275240.59,-13.004092,-38.5047,Bahia
2236,apartment,Northeast,103.0,112338.51,-12.989811,-38.484592,Bahia
2237,apartment,Northeast,82.0,78012.85,-12.989811,-38.484592,Bahia
2238,apartment,Northeast,72.0,88934.65,-12.992462,-38.444553,Bahia
2239,apartment,Northeast,176.0,259002.68,-12.991933,-38.465279,Bahia
2240,apartment,Northeast,72.0,102976.97,-13.0093166,-38.4828866,Bahia
2241,apartment,Northeast,180.0,199712.91,-13.000443,-38.45739,Bahia
2242,apartment,Northeast,91.0,82693.62,-13.000443,-38.45739,Bahia
2243,apartment,Northeast,70.0,124820.57,-13.000443,-38.45739,Bahia
2244,apartment,Northeast,154.0,202833.42,-12.993305,-38.45739,Bahia
2245,apartment,Northeast,76.0,92055.17,-12.971625,-38.486305,Bahia
2246,apartment,Northeast,72.0,118579.54,-12.974941,-38.440117,Bahia
2247,apartment,Northeast,73.0,99856.45,-12.974941,-38.440117,Bahia
2248,apartment,Northeast,54.0,81757.47,-12.965071,-38.435036,Bahia
2249,apartment,Northeast,54.0,85190.03,-12.965071,-38.435036,Bahia
2250,apartment,Northeast,70.0,124820.57,-13.000443,-38.45739,Bahia
2251,apartment,Northeast,72.0,118579.54,-12.974941,-38.440117,Bahia
2252,apartment,Northeast,153.0,280846.28,-13.000443,-38.45739,Bahia
2253,apartment,Northeast,122.0,296162.39,-12.985207,-38.456074,Bahia
2254,apartment,Northeast,122.0,319948.82,-12.985207,-38.456074,Bahia
2255,apartment,Northeast,116.0,163784.24,-12.951873,-38.4057121,Bahia
2256,apartment,Northeast,232.0,312546.33,-12.951873,-38.4057121,Bahia
2257,apartment,Northeast,171.0,252179.05,-12.9523732,-38.4070229,Bahia
2258,apartment,Northeast,110.0,162573.48,-12.9523732,-38.4070229,Bahia
2259,apartment,Northeast,68.0,74892.34,-14.874759,-40.809179,Bahia
2260,apartment,Northeast,80.0,121700.05,-12.9994819,-38.4560755,Bahia
2261,apartment,Northeast,157.0,234038.56,-12.9928931,-38.4665922,Bahia
2262,apartment,Northeast,146.0,438928.41,-13.004092,-38.5047,Bahia
2263,apartment,Northeast,79.0,128561.75,-12.941992,-38.403465,Bahia
2265,apartment,Northeast,124.0,331484.42,-13.000443,-38.45739,Bahia
2266,apartment,Northeast,210.0,478162.32,-13.0032515,-38.5112012,Bahia
2268,apartment,Northeast,76.0,187418.39,-12.994164,-38.518372,Bahia
2269,apartment,Northeast,89.0,226984.02,-12.994164,-38.518372,Bahia
2270,apartment,Northeast,89.0,230103.6,-12.994164,-38.518372,Bahia
2272,apartment,Northeast,108.0,202833.42,-12.993305,-38.45739,Bahia
2273,apartment,Northeast,70.0,121700.05,-12.98223,-38.43898,Bahia
2274,apartment,Northeast,125.0,134182.11,-13.004878,-38.532276,Bahia
2275,apartment,Northeast,122.0,278978.34,-12.985207,-38.456074,Bahia
2276,apartment,Northeast,140.0,413313.36,-12.964468,-38.417938,Bahia
2277,apartment,Northeast,140.0,430566.37,-12.964468,-38.417938,Bahia
2278,apartment,Northeast,243.0,493041.25,-12.950598,-38.40873,Bahia
2279,apartment,Northeast,161.0,446119.32,-12.985207,-38.456074,Bahia
2280,apartment,Northeast,108.0,202833.42,-12.993305,-38.45739,Bahia
2281,apartment,Northeast,70.0,121700.05,-12.98223,-38.43898,Bahia
2282,apartment,Northeast,131.0,283966.79,-12.984901,-38.439594,Bahia
2283,house,Northeast,130.0,171628.28,-12.920561,-38.318233,Bahia
2284,apartment,Northeast,92.0,162266.74,-12.993889,-38.479481,Bahia
2285,apartment,Northeast,149.0,305810.39,-12.993305,-38.45739,Bahia
2286,apartment,Northeast,102.0,152905.19,-12.993305,-38.45739,Bahia
2288,house,Northeast,130.0,171628.28,-12.920561,-38.318233,Bahia
2289,apartment,Northeast,92.0,162266.74,-12.993889,-38.479481,Bahia
2290,apartment,Northeast,149.0,305810.39,-12.993305,-38.45739,Bahia
2291,apartment,Northeast,100.0,187230.85,-14.6833333,-41.0333333,Bahia
2292,apartment,Northeast,95.0,84253.88,-14.862919,-40.819578,Bahia
2293,apartment,Northeast,79.0,129101.29,-3.90139,-38.39111,Ceará
2294,house,Northeast,200.0,162266.74,-3.2368618469,-39.2410907149,Ceará
2295,apartment,Northeast,68.0,95175.68,-3.8485377,-38.3954047,Ceará
2296,apartment,Northeast,183.0,193471.88,-3.8464118,-38.3961259,Ceará
2297,apartment,Northeast,120.0,218435.99,-3.7536822,-38.5120276,Ceará
2298,house,Northeast,132.0,156025.71,-3.7859298,-38.4653722,Ceará
2299,apartment,Northeast,161.0,280846.28,-3.7352233,-38.4947881,Ceará
2300,house,Northeast,150.0,171628.28,-3.8043878,-38.4766701,Ceará
2301,apartment,Northeast,68.0,134182.11,-3.7484843,-38.4756068,Ceará
2302,apartment,Northeast,78.0,137302.62,-3.726824,-38.480502,Ceará
2304,apartment,Northeast,147.0,207514.19,-3.8485377,-38.3954047,Ceará
2305,house,Northeast,147.0,202833.42,-3.7923031,-38.4695666,Ceará
2306,apartment,Northeast,94.0,187230.85,-3.7247577,-38.4874706,Ceará
2307,house,Northeast,131.0,140423.14,-3.7923859,-38.4699361,Ceará
2309,house,Northeast,133.0,162262.06,-3.815915,-38.4698929,Ceará
2311,apartment,Northeast,200.0,349497.59,-3.7607777,-38.4806034,Ceará
2312,apartment,Northeast,138.0,255882.16,-3.7443698,-38.475917,Ceará
2313,apartment,Northeast,94.0,187230.85,-3.7247577,-38.4874706,Ceará
2314,apartment,Northeast,120.0,193471.88,-3.7352233,-38.4947881,Ceará
2315,apartment,Northeast,124.0,137302.62,-3.7456524,-38.4772809,Ceará
2316,apartment,Northeast,150.0,193471.88,-3.7456524,-38.4772809,Ceará
2317,apartment,Northeast,65.0,149784.68,-3.7368765,-38.505031,Ceará
2318,apartment,Northeast,65.0,124820.57,-3.7343519,-38.5147467,Ceará
2319,apartment,Northeast,82.0,124820.57,-3.726824,-38.480502,Ceará
2321,apartment,Northeast,137.0,117019.28,-3.7451144,-38.473601,Ceará
2322,apartment,Northeast,82.0,134182.11,-3.7247577,-38.4874706,Ceará
2324,apartment,Northeast,70.0,123260.31,-3.7280856,-38.5000477,Ceará
2326,apartment,Northeast,170.0,131061.59,-3.7422697,-38.4965336,Ceará
2327,apartment,Northeast,74.0,146664.17,-3.7988561,-38.4919895,Ceará
2329,apartment,Northeast,80.0,180989.82,-3.7398191,-38.4973437,Ceará
2330,apartment,Northeast,150.0,162266.74,-3.7338968,-38.4954373,Ceará
2331,apartment,Northeast,125.0,193471.88,-3.7335323,-38.4931598,Ceará
2332,apartment,Northeast,185.0,177869.31,-3.795147,-38.5008081,Ceará
2333,house,Northeast,193.0,187230.85,-3.7915393,-38.4828718,Ceará
2335,apartment,Northeast,68.0,171628.28,-3.7286996,-38.5058938,Ceará
2336,apartment,Northeast,94.0,198152.65,-3.7358556,-38.5036334,Ceará
2338,apartment,Northeast,66.0,249641.14,-3.7253635,-38.4911697,Ceará
2339,apartment,Northeast,156.0,296448.85,-3.7456524,-38.4772809,Ceará
2340,apartment,Northeast,150.0,249641.14,-3.762844,-38.4915958,Ceará
2341,apartment,Northeast,190.0,215315.48,-3.7422697,-38.4965336,Ceará
2343,apartment,Northeast,65.0,124820.57,-3.7265496,-38.5098297,Ceará
2345,apartment,Northeast,62.0,118579.54,-3.7210903,-38.5136942,Ceará
2346,apartment,Northeast,123.0,302689.88,-3.7338968,-38.4954373,Ceará
2347,apartment,Northeast,101.0,152905.19,-3.8444033,-38.3915269,Ceará
2349,apartment,Northeast,150.0,212194.96,-3.7280856,-38.5000477,Ceará
2350,apartment,Northeast,222.0,343256.56,-3.7267384,-38.5065383,Ceará
2351,apartment,Northeast,146.0,174748.79,-3.7410913,-38.4966839,Ceará
2352,house,Northeast,220.0,184110.34,-3.7574997,-38.4805761,Ceará
2353,house,Northeast,217.0,296448.85,-3.749977,-38.5075991,Ceará
2354,apartment,Northeast,127.0,177869.31,-3.7391031,-38.5139302,Ceará
2355,apartment,Northeast,160.0,212194.96,-3.730343,-38.5099322,Ceará
2356,apartment,Northeast,115.0,131061.59,-3.7326482,-38.4849489,Ceará
2358,apartment,Northeast,105.0,124820.57,-3.7342783,-38.4881602,Ceará
2359,apartment,Northeast,72.0,162266.74,-3.8477083,-38.3924772,Ceará
2360,apartment,Northeast,240.0,468077.13,-3.7397941,-38.4940919,Ceará
2361,apartment,Northeast,77.0,172083.87,-3.7320931,-38.4887704,Ceará
2362,apartment,Northeast,123.0,270400.04,-3.7358474,-38.5117124,Ceará
2363,apartment,Northeast,132.0,249879.86,-3.7426697,-38.4918443,Ceará
2364,apartment,Northeast,58.0,98421.01,-3.8444033,-38.3915269,Ceará
2365,apartment,Northeast,56.0,146664.17,-3.7265496,-38.5098297,Ceará
2367,apartment,Northeast,108.0,259002.68,-3.7265496,-38.5098297,Ceará
2368,apartment,Northeast,162.0,333895.02,-3.7601416,-38.4855453,Ceará
2369,apartment,Northeast,61.0,149784.68,-3.7345467,-38.4999852,Ceará
2370,house,Northeast,245.0,87374.39,-3.8144494,-38.5246214,Ceará
2371,apartment,Northeast,76.0,146352.11,-3.7280316,-38.4968074,Ceará
2372,apartment,Northeast,120.0,140423.14,-3.7408391,-38.4941667,Ceará
2373,apartment,Northeast,112.0,224677.02,-3.7442892,-38.4969441,Ceará
2374,apartment,Northeast,100.0,193471.88,-3.7443698,-38.475917,Ceará
2375,apartment,Northeast,117.0,282256.75,-3.7341738,-38.5081168,Ceará
2376,apartment,Northeast,79.0,163021.9,-3.739256,-38.4867108,Ceará
2377,apartment,Northeast,137.0,156025.71,-3.7289422,-38.4842625,Ceará
2378,apartment,Northeast,83.0,124820.57,-3.7834417,-38.4842005,Ceará
2379,apartment,Northeast,122.0,174748.79,-3.742896,-38.5048054,Ceará
2381,apartment,Northeast,65.0,120139.79,-3.8373832,-38.3993213,Ceará
2382,apartment,Northeast,138.0,255882.16,-3.7443698,-38.475917,Ceará
2383,apartment,Northeast,164.0,343256.56,-3.7633776,-38.4854061,Ceará
2384,apartment,Northeast,145.0,281782.43,-3.7682428,-38.4913226,Ceará
2385,apartment,Northeast,138.0,289895.77,-3.7387679,-38.4698894,Ceará
2386,apartment,Northeast,55.0,125756.72,-3.7387679,-38.4698894,Ceará
2387,apartment,Northeast,130.0,216251.63,-3.7387679,-38.4698894,Ceará
2388,apartment,Northeast,120.0,205953.94,-3.7368694,-38.5588985,Ceará
2389,apartment,Northeast,240.0,499282.28,-3.7280856,-38.5000477,Ceará
2390,apartment,Northeast,114.0,199712.91,-3.8444033,-38.3915269,Ceará
2391,apartment,Northeast,68.0,187230.85,-3.7266338,-38.491613,Ceará
2392,apartment,Northeast,102.0,207906.75,-3.824458,-38.418973,Ceará
2393,apartment,Northeast,168.0,350257.44,-3.7589294,-38.490122,Ceará
2394,apartment,Northeast,169.0,347376.89,-3.7609504,-38.4846454,Ceará
2395,apartment,Northeast,191.0,374461.71,-3.7436418,-38.5055843,Ceará
2396,apartment,Northeast,130.0,171628.28,-3.7275776,-38.5067157,Ceará
2397,apartment,Northeast,68.0,109217.99,-3.7369961,-38.4830081,Ceará
2398,apartment,Northeast,89.0,177869.31,-3.7540644,-38.5378565,Ceará
2399,apartment,Northeast,240.0,162266.74,-3.7325145,-38.4610532,Ceará
2400,apartment,Northeast,100.0,131061.59,-3.7342783,-38.4881602,Ceará
2401,apartment,Northeast,108.0,107657.74,-3.7417911,-38.4782765,Ceará
2402,apartment,Northeast,132.0,196592.39,-3.7494184,-38.5058302,Ceará
2403,apartment,Northeast,72.0,104537.22,-3.8079797,-38.496936,Ceará
2404,house,Northeast,142.0,171628.28,-3.7774311,-38.4917984,Ceará
2406,apartment,Northeast,72.0,311769.64,-3.7253635,-38.4911697,Ceará
2407,apartment,Northeast,72.0,133245.95,-3.8444033,-38.3915269,Ceará
2408,apartment,Northeast,104.0,187230.85,-3.8444033,-38.3915269,Ceará
2409,apartment,Northeast,63.0,124820.57,-3.8448094,-38.3935056,Ceará
2410,apartment,Northeast,68.0,134182.11,-3.7484843,-38.4756068,Ceará
2411,house,Northeast,110.0,159115.02,-3.87817,-38.458328,Ceará
2412,house,Northeast,107.0,120763.9,-3.7387716,-38.5047914,Ceará
2413,house,Northeast,216.0,297832.49,-3.7387716,-38.5047914,Ceará
2414,house,Northeast,109.0,137297.94,-3.7387716,-38.5047914,Ceará
2415,house,Northeast,148.0,154300.38,-3.7387716,-38.5047914,Ceará
2416,apartment,Northeast,56.0,165387.25,-3.7387716,-38.5047914,Ceará
2417,apartment,Northeast,91.0,191911.62,-3.7387716,-38.5047914,Ceará
2418,apartment,Northeast,70.0,126692.87,-3.7387716,-38.5047914,Ceará
2419,apartment,Northeast,186.0,364164.01,-3.7387716,-38.5047914,Ceará
2421,apartment,Northeast,161.0,347313.23,-3.7387716,-38.5047914,Ceará
2422,apartment,Northeast,120.0,208138.3,-3.7387716,-38.5047914,Ceará
2423,apartment,Northeast,76.0,141151.15,-3.7387716,-38.5047914,Ceará
2424,apartment,Northeast,169.0,392249.89,-3.7387716,-38.5047914,Ceará
2425,apartment,Northeast,220.0,481234.16,-3.7387716,-38.5047914,Ceará
2426,house,Northeast,225.0,321408.28,-3.7387716,-38.5047914,Ceará
2427,house,Northeast,130.0,162262.06,-3.7387716,-38.5047914,Ceará
2428,apartment,Northeast,165.0,375162.57,-3.7387716,-38.5047914,Ceará
2429,apartment,Northeast,148.0,308702.49,-3.7387716,-38.5047914,Ceará
2430,apartment,Northeast,113.0,220792.29,-3.7387716,-38.5047914,Ceará
2431,apartment,Northeast,91.0,271195.46,-3.7387716,-38.5047914,Ceará
2432,apartment,Northeast,75.0,125725.51,-3.7387716,-38.5047914,Ceará
2433,apartment,Northeast,55.0,76106.84,-3.7387716,-38.5047914,Ceará
2434,apartment,Northeast,107.0,216750.92,-3.7387716,-38.5047914,Ceará
2435,apartment,Northeast,91.0,467484.24,-3.7387716,-38.5047914,Ceará
2436,apartment,Northeast,217.0,459526.93,-3.7387716,-38.5047914,Ceará
2437,apartment,Northeast,69.0,127552.89,-3.7387716,-38.5047914,Ceará
2438,apartment,Northeast,105.0,185597.89,-3.7387716,-38.5047914,Ceará
2439,apartment,Northeast,83.0,205805.4,-3.7387716,-38.5047914,Ceará
2440,apartment,Northeast,111.0,231230.1,-3.7387716,-38.5047914,Ceará
2441,apartment,Northeast,87.0,177713.28,-3.7387716,-38.5047914,Ceará
2442,apartment,Northeast,57.0,119203.64,-3.7387716,-38.5047914,Ceará
2443,apartment,Northeast,121.0,249017.03,-3.7387716,-38.5047914,Ceará
2444,apartment,Northeast,152.0,366785.24,-3.7387716,-38.5047914,Ceará
2445,house,Northeast,205.0,201241.96,-3.7387716,-38.5047914,Ceará
2446,apartment,Northeast,185.0,369938.52,-3.7387716,-38.5047914,Ceará
2448,house,Northeast,145.0,247030.83,-3.7387716,-38.5047914,Ceará
2449,apartment,Northeast,188.0,383953.69,-3.7387716,-38.5047914,Ceará
2450,apartment,Northeast,129.0,222040.19,-3.7387716,-38.5047914,Ceará
2451,apartment,Northeast,118.0,252291.7,-3.7387716,-38.5047914,Ceará
2453,apartment,Northeast,95.0,204984.08,-3.7387716,-38.5047914,Ceará
2454,apartment,Northeast,68.0,120869.99,-3.7387716,-38.5047914,Ceará
2456,apartment,Northeast,106.0,192535.72,-3.7387716,-38.5047914,Ceará
2457,apartment,Northeast,87.0,211857.33,-3.7387716,-38.5047914,Ceará
2458,apartment,Northeast,94.0,164218.93,-3.7387716,-38.5047914,Ceará
2460,apartment,Northeast,87.0,140384.44,-3.7387716,-38.5047914,Ceará
2461,apartment,Northeast,95.0,193315.85,-3.7387716,-38.5047914,Ceará
2462,apartment,Northeast,95.0,500877.48,-3.7387716,-38.5047914,Ceará
2463,apartment,Northeast,84.0,187563.5,-3.7387716,-38.5047914,Ceará
2464,apartment,Northeast,106.0,187230.85,-3.7387716,-38.5047914,Ceará
2465,apartment,Northeast,90.0,184108.78,-3.7387716,-38.5047914,Ceará
2466,apartment,Northeast,117.0,212194.96,-3.7387716,-38.5047914,Ceará
2467,apartment,Northeast,63.0,77700.8,-3.7387716,-38.5047914,Ceará
2468,apartment,Northeast,98.0,186977.78,-3.7387716,-38.5047914,Ceará
2469,apartment,Northeast,78.0,143930.59,-3.7387716,-38.5047914,Ceará
2470,apartment,Northeast,172.0,344259.18,-3.7387716,-38.5047914,Ceará
2471,apartment,Northeast,177.0,360597.26,-3.7387716,-38.5047914,Ceará
2472,apartment,Northeast,85.0,128542.4,-3.7387716,-38.5047914,Ceará
2473,apartment,Northeast,80.0,197116.02,-3.7387716,-38.5047914,Ceará
2474,apartment,Northeast,210.0,455202.83,-3.7387716,-38.5047914,Ceará
2475,apartment,Northeast,158.0,339980.02,-3.7387716,-38.5047914,Ceará
2476,apartment,Northeast,85.0,141027.58,-3.7387716,-38.5047914,Ceará
2478,apartment,Northeast,80.0,173100.23,-3.7387716,-38.5047914,Ceará
2479,apartment,Northeast,82.0,166935.34,-3.7387716,-38.5047914,Ceará
2480,apartment,Northeast,113.0,184110.34,-3.7387716,-38.5047914,Ceará
2481,apartment,Northeast,81.0,171097.79,-3.7387716,-38.5047914,Ceará
2482,apartment,Northeast,67.0,184139.67,-3.7387716,-38.5047914,Ceará
2483,apartment,Northeast,98.0,213444.73,-3.7387716,-38.5047914,Ceará
2485,apartment,Northeast,72.0,121388.0,-3.7387716,-38.5047914,Ceará
2486,apartment,Northeast,114.0,190351.36,-3.7387716,-38.5047914,Ceará
2488,apartment,Northeast,221.0,466493.47,-3.7387716,-38.5047914,Ceará
2489,apartment,Northeast,115.0,230678.39,-3.7387716,-38.5047914,Ceará
2490,apartment,Northeast,101.0,142971.04,-3.7387716,-38.5047914,Ceará
2491,apartment,Northeast,163.0,458403.54,-3.7387716,-38.5047914,Ceará
2492,apartment,Northeast,141.0,274030.14,-3.7387716,-38.5047914,Ceará
2493,apartment,Northeast,85.0,146352.11,-3.7387716,-38.5047914,Ceará
2494,apartment,Northeast,112.0,230918.05,-3.7387716,-38.5047914,Ceará
2496,apartment,Northeast,78.0,164687.94,-3.7387716,-38.5047914,Ceará
2497,apartment,Northeast,80.0,196719.4,-3.7387716,-38.5047914,Ceará
2498,apartment,Northeast,117.0,286199.83,-3.7387716,-38.5047914,Ceará
2499,apartment,Northeast,79.0,121442.3,-3.7387716,-38.5047914,Ceará
2500,apartment,Northeast,58.0,124820.57,-3.7387716,-38.5047914,Ceará
2501,apartment,Northeast,116.0,247449.29,-3.7387716,-38.5047914,Ceará
2502,apartment,Northeast,154.0,212893.34,-3.7387716,-38.5047914,Ceará
2503,house,Northeast,137.0,177557.26,-3.7387716,-38.5047914,Ceará
2504,apartment,Northeast,126.0,359347.81,-3.7387716,-38.5047914,Ceará
2505,apartment,Northeast,163.0,418457.52,-3.7387716,-38.5047914,Ceará
2506,apartment,Northeast,164.0,403410.41,-3.7387716,-38.5047914,Ceará
2507,apartment,Northeast,163.0,337670.84,-3.7387716,-38.5047914,Ceará
2508,apartment,Northeast,88.0,171468.51,-3.7387716,-38.5047914,Ceará
2509,apartment,Northeast,56.0,100852.52,-3.7387716,-38.5047914,Ceará
2510,apartment,Northeast,89.0,140727.07,-3.7387716,-38.5047914,Ceará
